_u,_v,re(NearPoyntingZ)*0.000025[irrad_W_per_m2]
-0.469697,0.358586,8.90578e-07
-0.459596,0.358586,9.20696e-07
-0.449495,0.358586,9.51692e-07
-0.439394,0.358586,9.83529e-07
-0.429293,0.358586,1.01615e-06
-0.419192,0.358586,1.0495e-06
-0.409091,0.358586,1.08348e-06
-0.39899,0.358586,1.11798e-06
-0.388889,0.358586,1.15288e-06
-0.378788,0.358586,1.18802e-06
-0.368687,0.358586,1.22379e-06
-0.358586,0.358586,1.2588e-06
-0.348485,0.358586,1.2933e-06
-0.338384,0.358586,1.32696e-06
-0.328283,0.358586,1.35937e-06
-0.318182,0.358586,1.3901e-06
-0.308081,0.358586,1.41866e-06
-0.29798,0.358586,1.44451e-06
-0.287879,0.358586,1.46708e-06
-0.277778,0.358586,1.48577e-06
-0.267677,0.358586,1.5e-06
-0.257576,0.358586,1.50918e-06
-0.247475,0.358586,1.51455e-06
-0.237374,0.358586,1.51208e-06
-0.227273,0.358586,1.50326e-06
-0.217172,0.358586,1.48788e-06
-0.207071,0.358586,1.46593e-06
-0.19697,0.358586,1.43758e-06
-0.186869,0.358586,1.40322e-06
-0.176768,0.358586,1.36348e-06
-0.166667,0.358586,1.31917e-06
-0.156566,0.358586,1.27125e-06
-0.146465,0.358586,1.22078e-06
-0.136364,0.358586,1.16882e-06
-0.126263,0.358586,1.11638e-06
-0.116162,0.358586,1.06457e-06
-0.106061,0.358586,1.01182e-06
-0.0959596,0.358586,9.61117e-07
-0.0858586,0.358586,9.12659e-07
-0.0757576,0.358586,8.66355e-07
-0.0656566,0.358586,8.21926e-07
-0.0555556,0.358586,7.79016e-07
-0.0454545,0.358586,7.37298e-07
-0.0353535,0.358586,6.96567e-07
-0.0252525,0.358586,6.56799e-07
-0.0151515,0.358586,6.18163e-07
-0.00505051,0.358586,5.81006e-07
0.00505051,0.358586,5.46838e-07
0.0151515,0.358586,5.16771e-07
0.0252525,0.358586,4.90889e-07
0.0353535,0.358586,4.70273e-07
0.0454545,0.358586,4.56032e-07
0.0555556,0.358586,4.49271e-07
0.0656566,0.358586,4.5102e-07
0.0757576,0.358586,4.62138e-07
0.0858586,0.358586,4.83205e-07
0.0959596,0.358586,5.14415e-07
0.106061,0.358586,5.55489e-07
0.116162,0.358586,6.05637e-07
0.126263,0.358586,6.63561e-07
0.136364,0.358586,7.27534e-07
0.146465,0.358586,7.9494e-07
0.156566,0.358586,8.63932e-07
0.166667,0.358586,9.32707e-07
0.176768,0.358586,9.99397e-07
0.186869,0.358586,1.0622e-06
0.19697,0.358586,1.11953e-06
0.207071,0.358586,1.17005e-06
0.217172,0.358586,1.21282e-06
0.227273,0.358586,1.24723e-06
0.237374,0.358586,1.27305e-06
0.247475,0.358586,1.29039e-06
0.257576,0.358586,1.30124e-06
0.267677,0.358586,1.30373e-06
0.277778,0.358586,1.29949e-06
0.287879,0.358586,1.2893e-06
0.29798,0.358586,1.27399e-06
0.308081,0.358586,1.25434e-06
0.318182,0.358586,1.23109e-06
0.328283,0.358586,1.20494e-06
0.338384,0.358586,1.17653e-06
0.348485,0.358586,1.14643e-06
0.358586,0.358586,1.11515e-06
0.368687,0.358586,1.08312e-06
0.378788,0.358586,1.05071e-06
0.388889,0.358586,1.01835e-06
0.39899,0.358586,9.86432e-07
0.409091,0.358586,9.54864e-07
0.419192,0.358586,9.23819e-07
0.429293,0.358586,8.93431e-07
0.439394,0.358586,8.63802e-07
0.449495,0.358586,8.35006e-07
0.459596,0.358586,8.07094e-07
0.469697,0.358586,7.80096e-07
0.479798,0.358586,7.5403e-07
0.489899,0.358586,7.289e-07
0.5,0.358586,7.04699e-07
-0.5,0.368687,7.76118e-07
-0.489899,0.368687,8.01794e-07
-0.479798,0.368687,8.28274e-07
-0.469697,0.368687,8.55542e-07
-0.459596,0.368687,8.83574e-07
-0.449495,0.368687,9.12335e-07
-0.439394,0.368687,9.4178e-07
-0.429293,0.368687,9.71846e-07
-0.419192,0.368687,1.00246e-06
-0.409091,0.368687,1.03352e-06
-0.39899,0.368687,1.06492e-06
-0.388889,0.368687,1.09652e-06
-0.378788,0.368687,1.12815e-06
-0.368687,0.368687,1.15976e-06
-0.358586,0.368687,1.19071e-06
-0.348485,0.368687,1.22093e-06
-0.338384,0.368687,1.25009e-06
-0.328283,0.368687,1.27781e-06
-0.318182,0.368687,1.30367e-06
-0.308081,0.368687,1.32723e-06
-0.29798,0.368687,1.348e-06
-0.287879,0.368687,1.36546e-06
-0.277778,0.368687,1.37912e-06
-0.267677,0.368687,1.38847e-06
-0.257576,0.368687,1.39305e-06
-0.247475,0.368687,1.39389e-06
-0.237374,0.368687,1.38752e-06
-0.227273,0.368687,1.37543e-06
-0.217172,0.368687,1.35753e-06
-0.207071,0.368687,1.33392e-06
-0.19697,0.368687,1.30485e-06
-0.186869,0.368687,1.27075e-06
-0.176768,0.368687,1.23226e-06
-0.166667,0.368687,1.19012e-06
-0.156566,0.368687,1.1452e-06
-0.146465,0.368687,1.09842e-06
-0.136364,0.368687,1.05066e-06
-0.126263,0.368687,1.00276e-06
-0.116162,0.368687,9.55992e-07
-0.106061,0.368687,9.08432e-07
-0.0959596,0.368687,8.62823e-07
-0.0858586,0.368687,8.19255e-07
-0.0757576,0.368687,7.77601e-07
-0.0656566,0.368687,7.37588e-07
-0.0555556,0.368687,6.98895e-07
-0.0454545,0.368687,6.61237e-07
-0.0353535,0.368687,6.24446e-07
-0.0252525,0.368687,5.88507e-07
-0.0151515,0.368687,5.53573e-07
-0.00505051,0.368687,5.19954e-07
0.00505051,0.368687,4.89083e-07
0.0151515,0.368687,4.61869e-07
0.0252525,0.368687,4.3833e-07
0.0353535,0.368687,4.19384e-07
0.0454545,0.368687,4.05976e-07
0.0555556,0.368687,3.99051e-07
0.0656566,0.368687,3.99503e-07
0.0757576,0.368687,4.08097e-07
0.0858586,0.368687,4.25385e-07
0.0959596,0.368687,4.51615e-07
0.106061,0.368687,4.86652e-07
0.116162,0.368687,5.2994e-07
0.126263,0.368687,5.80489e-07
0.136364,0.368687,6.36862e-07
0.146465,0.368687,6.97295e-07
0.156566,0.368687,7.59711e-07
0.166667,0.368687,8.22614e-07
0.176768,0.368687,8.84405e-07
0.186869,0.368687,9.43493e-07
0.19697,0.368687,9.98406e-07
0.207071,0.368687,1.04788e-06
0.217172,0.368687,1.09092e-06
0.227273,0.368687,1.12684e-06
0.237374,0.368687,1.15526e-06
0.247475,0.368687,1.17611e-06
0.257576,0.368687,1.19071e-06
0.267677,0.368687,1.19795e-06
0.277778,0.368687,1.19881e-06
0.287879,0.368687,1.19393e-06
0.29798,0.368687,1.184e-06
0.308081,0.368687,1.16969e-06
0.318182,0.368687,1.15167e-06
0.328283,0.368687,1.13057e-06
0.338384,0.368687,1.10698e-06
0.348485,0.368687,1.08145e-06
0.358586,0.368687,1.05445e-06
0.368687,0.368687,1.02642e-06
0.378788,0.368687,9.97737e-07
0.388889,0.368687,9.68911e-07
0.39899,0.368687,9.40084e-07
0.409091,0.368687,9.1138e-07
0.419192,0.368687,8.82984e-07
0.429293,0.368687,8.55045e-07
0.439394,0.368687,8.27679e-07
0.449495,0.368687,8.00975e-07
0.459596,0.368687,7.74996e-07
0.469697,0.368687,7.49789e-07
0.479798,0.368687,7.25383e-07
0.489899,0.368687,7.01792e-07
0.5,0.368687,6.79022e-07
-0.5,0.378788,7.47494e-07
-0.489899,0.378788,7.71545e-07
-0.479798,0.378788,7.96286e-07
-0.469697,0.378788,8.21694e-07
-0.459596,0.378788,8.47737e-07
-0.449495,0.378788,8.74374e-07
-0.439394,0.378788,9.01549e-07
-0.429293,0.378788,9.29196e-07
-0.419192,0.378788,9.5723e-07
-0.409091,0.378788,9.85551e-07
-0.39899,0.378788,1.01404e-06
-0.388889,0.378788,1.04255e-06
-0.378788,0.378788,1.07093e-06
-0.368687,0.378788,1.09853e-06
-0.358586,0.378788,1.12573e-06
-0.348485,0.378788,1.15202e-06
-0.338384,0.378788,1.17707e-06
-0.328283,0.378788,1.20053e-06
-0.318182,0.378788,1.22202e-06
-0.308081,0.378788,1.24112e-06
-0.29798,0.378788,1.25741e-06
-0.287879,0.378788,1.27044e-06
-0.277778,0.378788,1.27978e-06
-0.267677,0.378788,1.28503e-06
-0.257576,0.378788,1.28582e-06
-0.247475,0.378788,1.28282e-06
-0.237374,0.378788,1.27341e-06
-0.227273,0.378788,1.25888e-06
-0.217172,0.378788,1.23926e-06
-0.207071,0.378788,1.21471e-06
-0.19697,0.378788,1.18553e-06
-0.186869,0.378788,1.15218e-06
-0.176768,0.378788,1.11525e-06
-0.166667,0.378788,1.07545e-06
-0.156566,0.378788,1.03354e-06
-0.146465,0.378788,9.90293e-07
-0.136364,0.378788,9.46468e-07
-0.126263,0.378788,9.02726e-07
-0.116162,0.378788,8.60471e-07
-0.106061,0.378788,8.17563e-07
-0.0959596,0.378788,7.76479e-07
-0.0858586,0.378788,7.37243e-07
-0.0757576,0.378788,6.99703e-07
-0.0656566,0.378788,6.63601e-07
-0.0555556,0.378788,6.28648e-07
-0.0454545,0.378788,5.94601e-07
-0.0353535,0.378788,5.61316e-07
-0.0252525,0.378788,5.2879e-07
-0.0151515,0.378788,4.97163e-07
-0.00505051,0.378788,4.66707e-07
0.00505051,0.378788,4.38834e-07
0.0151515,0.378788,4.14174e-07
0.0252525,0.378788,3.92752e-07
0.0353535,0.378788,3.7535e-07
0.0454545,0.378788,3.62777e-07
0.0555556,0.378788,3.5584e-07
0.0656566,0.378788,3.55316e-07
0.0757576,0.378788,3.61882e-07
0.0858586,0.378788,3.76053e-07
0.0959596,0.378788,3.98103e-07
0.106061,0.378788,4.28003e-07
0.116162,0.378788,4.65371e-07
0.126263,0.378788,5.0946e-07
0.136364,0.378788,5.58979e-07
0.146465,0.378788,6.13115e-07
0.156566,0.378788,6.69467e-07
0.166667,0.378788,7.26803e-07
0.176768,0.378788,7.83765e-07
0.186869,0.378788,8.38965e-07
0.19697,0.378788,8.91071e-07
0.207071,0.378788,9.38896e-07
0.217172,0.378788,9.81457e-07
0.227273,0.378788,1.01802e-06
0.237374,0.378788,1.0481e-06
0.247475,0.378788,1.07149e-06
0.257576,0.378788,1.08879e-06
0.267677,0.378788,1.09987e-06
0.277778,0.378788,1.10497e-06
0.287879,0.378788,1.1046e-06
0.29798,0.378788,1.09932e-06
0.308081,0.378788,1.08971e-06
0.318182,0.378788,1.07635e-06
0.328283,0.378788,1.05981e-06
0.338384,0.378788,1.04062e-06
0.348485,0.378788,1.01929e-06
0.358586,0.378788,9.96271e-07
0.368687,0.378788,9.71984e-07
0.378788,0.378788,9.46796e-07
0.388889,0.378788,9.21425e-07
0.39899,0.378788,8.95522e-07
0.409091,0.378788,8.69534e-07
0.419192,0.378788,8.43657e-07
0.429293,0.378788,8.18051e-07
0.439394,0.378788,7.92846e-07
0.449495,0.378788,7.68141e-07
0.459596,0.378788,7.44015e-07
0.469697,0.378788,7.20524e-07
0.479798,0.378788,6.97709e-07
0.489899,0.378788,6.75596e-07
0.5,0.378788,6.542e-07
-0.5,0.388889,7.20002e-07
-0.489899,0.388889,7.4269e-07
-0.479798,0.388889,7.65958e-07
-0.469697,0.388889,7.89767e-07
-0.459596,0.388889,8.14067e-07
-0.449495,0.388889,8.38797e-07
-0.439394,0.388889,8.63884e-07
-0.429293,0.388889,8.89242e-07
-0.419192,0.388889,9.14768e-07
-0.409091,0.388889,9.40345e-07
-0.39899,0.388889,9.65837e-07
-0.388889,0.388889,9.91091e-07
-0.378788,0.388889,1.01593e-06
-0.368687,0.388889,1.04047e-06
-0.358586,0.388889,1.06438e-06
-0.348485,0.388889,1.08711e-06
-0.338384,0.388889,1.1084e-06
-0.328283,0.388889,1.12791e-06
-0.318182,0.388889,1.14534e-06
-0.308081,0.388889,1.16033e-06
-0.29798,0.388889,1.17253e-06
-0.287879,0.388889,1.18158e-06
-0.277778,0.388889,1.18713e-06
-0.267677,0.388889,1.18887e-06
-0.257576,0.388889,1.18652e-06
-0.247475,0.388889,1.17969e-06
-0.237374,0.388889,1.16833e-06
-0.227273,0.388889,1.15237e-06
-0.217172,0.388889,1.13189e-06
-0.207071,0.388889,1.10711e-06
-0.19697,0.388889,1.07836e-06
-0.186869,0.388889,1.04611e-06
-0.176768,0.388889,1.01092e-06
-0.166667,0.388889,9.73429e-07
-0.156566,0.388889,9.34334e-07
-0.146465,0.388889,8.94335e-07
-0.136364,0.388889,8.54104e-07
-0.126263,0.388889,8.14245e-07
-0.116162,0.388889,7.75198e-07
-0.106061,0.388889,7.37235e-07
-0.0959596,0.388889,7.00596e-07
-0.0858586,0.388889,6.65302e-07
-0.0757576,0.388889,6.31276e-07
-0.0656566,0.388889,5.98381e-07
-0.0555556,0.388889,5.66462e-07
-0.0454545,0.388889,5.35397e-07
-0.0353535,0.388889,5.05136e-07
-0.0252525,0.388889,4.75736e-07
-0.0151515,0.388889,4.47381e-07
-0.00505051,0.388889,4.20382e-07
0.00505051,0.388889,3.95132e-07
0.0151515,0.388889,3.72155e-07
0.0252525,0.388889,3.52153e-07
0.0353535,0.388889,3.35802e-07
0.0454545,0.388889,3.23807e-07
0.0555556,0.388889,3.16879e-07
0.0656566,0.388889,3.15698e-07
0.0757576,0.388889,3.20854e-07
0.0858586,0.388889,3.32781e-07
0.0959596,0.388889,3.51696e-07
0.106061,0.388889,3.77549e-07
0.116162,0.388889,4.09998e-07
0.126263,0.388889,4.48403e-07
0.136364,0.388889,4.92097e-07
0.146465,0.388889,5.39981e-07
0.156566,0.388889,5.90821e-07
0.166667,0.388889,6.43301e-07
0.176768,0.388889,6.96041e-07
0.186869,0.388889,7.47677e-07
0.19697,0.388889,7.96937e-07
0.207071,0.388889,8.42703e-07
0.217172,0.388889,8.84055e-07
0.227273,0.388889,9.20299e-07
0.237374,0.388889,9.50976e-07
0.247475,0.388889,9.75848e-07
0.257576,0.388889,9.95349e-07
0.267677,0.388889,1.00904e-06
0.277778,0.388889,1.01739e-06
0.287879,0.388889,1.02073e-06
0.29798,0.388889,1.01946e-06
0.308081,0.388889,1.01405e-06
0.318182,0.388889,1.00494e-06
0.328283,0.388889,9.92624e-07
0.338384,0.388889,9.77551e-07
0.348485,0.388889,9.60166e-07
0.358586,0.388889,9.4088e-07
0.368687,0.388889,9.20075e-07
0.378788,0.388889,8.98095e-07
0.388889,0.388889,8.75533e-07
0.39899,0.388889,8.52509e-07
0.409091,0.388889,8.29213e-07
0.419192,0.388889,8.05841e-07
0.429293,0.388889,7.82554e-07
0.439394,0.388889,7.59489e-07
0.449495,0.388889,7.36753e-07
0.459596,0.388889,7.14434e-07
0.469697,0.388889,6.926e-07
0.479798,0.388889,6.71304e-07
0.489899,0.388889,6.50583e-07
0.5,0.388889,6.30464e-07
-0.5,0.39899,6.93375e-07
-0.489899,0.39899,7.14577e-07
-0.479798,0.39899,7.36252e-07
-0.469697,0.39899,7.58353e-07
-0.459596,0.39899,7.80826e-07
-0.449495,0.39899,8.03605e-07
-0.439394,0.39899,8.26614e-07
-0.429293,0.39899,8.4976e-07
-0.419192,0.39899,8.72942e-07
-0.409091,0.39899,8.96039e-07
-0.39899,0.39899,9.18918e-07
-0.388889,0.39899,9.41427e-07
-0.378788,0.39899,9.634e-07
-0.368687,0.39899,9.84908e-07
-0.358586,0.39899,1.00561e-06
-0.348485,0.39899,1.02503e-06
-0.338384,0.39899,1.04291e-06
-0.328283,0.39899,1.05895e-06
-0.318182,0.39899,1.07286e-06
-0.308081,0.39899,1.08433e-06
-0.29798,0.39899,1.09306e-06
-0.287879,0.39899,1.09873e-06
-0.277778,0.39899,1.10106e-06
-0.267677,0.39899,1.0998e-06
-0.257576,0.39899,1.09475e-06
-0.247475,0.39899,1.08586e-06
-0.237374,0.39899,1.07293e-06
-0.227273,0.39899,1.05589e-06
-0.217172,0.39899,1.03488e-06
-0.207071,0.39899,1.01016e-06
-0.19697,0.39899,9.82077e-07
-0.186869,0.39899,9.51089e-07
-0.176768,0.39899,9.17731e-07
-0.166667,0.39899,8.82595e-07
-0.156566,0.39899,8.46302e-07
-0.146465,0.39899,8.09463e-07
-0.136364,0.39899,7.72651e-07
-0.126263,0.39899,7.36371e-07
-0.116162,0.39899,7.00604e-07
-0.106061,0.39899,6.66162e-07
-0.0959596,0.39899,6.32994e-07
-0.0858586,0.39899,6.01083e-07
-0.0757576,0.39899,5.70333e-07
-0.0656566,0.39899,5.40601e-07
-0.0555556,0.39899,5.11742e-07
-0.0454545,0.39899,4.83646e-07
-0.0353535,0.39899,4.56271e-07
-0.0252525,0.39899,4.29676e-07
-0.0151515,0.39899,4.04028e-07
-0.00505051,0.39899,3.79611e-07
0.00505051,0.39899,3.5693e-07
0.0151515,0.39899,3.36074e-07
0.0252525,0.39899,3.17834e-07
0.0353535,0.39899,3.02797e-07
0.0454545,0.39899,2.91572e-07
0.0555556,0.39899,2.84775e-07
0.0656566,0.39899,2.82999e-07
0.0757576,0.39899,2.86769e-07
0.0858586,0.39899,2.96488e-07
0.0959596,0.39899,3.12381e-07
0.106061,0.39899,3.34457e-07
0.116162,0.39899,3.62481e-07
0.126263,0.39899,3.95963e-07
0.136364,0.39899,4.34566e-07
0.146465,0.39899,4.77088e-07
0.156566,0.39899,5.22642e-07
0.166667,0.39899,5.70119e-07
0.176768,0.39899,6.18335e-07
0.186869,0.39899,6.66092e-07
0.19697,0.39899,7.12243e-07
0.207071,0.39899,7.55748e-07
0.217172,0.39899,7.95722e-07
0.227273,0.39899,8.31458e-07
0.237374,0.39899,8.62449e-07
0.247475,0.39899,8.8838e-07
0.257576,0.39899,9.09413e-07
0.267677,0.39899,9.25436e-07
0.277778,0.39899,9.36549e-07
0.287879,0.39899,9.42992e-07
0.29798,0.39899,9.45073e-07
0.308081,0.39899,9.43153e-07
0.318182,0.39899,9.37625e-07
0.328283,0.39899,9.28896e-07
0.338384,0.39899,9.17374e-07
0.348485,0.39899,9.03456e-07
0.358586,0.39899,8.87525e-07
0.368687,0.39899,8.69936e-07
0.378788,0.39899,8.5102e-07
0.388889,0.39899,8.31566e-07
0.39899,0.39899,8.11201e-07
0.409091,0.39899,7.90391e-07
0.419192,0.39899,7.69337e-07
0.429293,0.39899,7.48208e-07
0.439394,0.39899,7.27147e-07
0.449495,0.39899,7.06272e-07
0.459596,0.39899,6.8568e-07
0.469697,0.39899,6.65449e-07
0.479798,0.39899,6.4564e-07
0.489899,0.39899,6.26301e-07
0.5,0.39899,6.07466e-07
-0.5,0.409091,6.67601e-07
-0.489899,0.409091,6.87371e-07
-0.479798,0.409091,7.07512e-07
-0.469697,0.409091,7.27976e-07
-0.459596,0.409091,7.48703e-07
-0.449495,0.409091,7.69623e-07
-0.439394,0.409091,7.90657e-07
-0.429293,0.409091,8.11713e-07
-0.419192,0.409091,8.32686e-07
-0.409091,0.409091,8.53458e-07
-0.39899,0.409091,8.73897e-07
-0.388889,0.409091,8.93856e-07
-0.378788,0.409091,9.13175e-07
-0.368687,0.409091,9.31845e-07
-0.358586,0.409091,9.49609e-07
-0.348485,0.409091,9.66011e-07
-0.338384,0.409091,9.80805e-07
-0.328283,0.409091,9.93732e-07
-0.318182,0.409091,1.00452e-06
-0.308081,0.409091,1.01291e-06
-0.29798,0.409091,1.01863e-06
-0.287879,0.409091,1.02142e-06
-0.277778,0.409091,1.02105e-06
-0.267677,0.409091,1.01734e-06
-0.257576,0.409091,1.01014e-06
-0.247475,0.409091,9.99773e-07
-0.237374,0.409091,9.85683e-07
-0.227273,0.409091,9.67957e-07
-0.217172,0.409091,9.46772e-07
-0.207071,0.409091,9.22402e-07
-0.19697,0.409091,8.95207e-07
-0.186869,0.409091,8.65629e-07
-0.176768,0.409091,8.34167e-07
-0.166667,0.409091,8.01361e-07
-0.156566,0.409091,7.67757e-07
-0.146465,0.409091,7.33888e-07
-0.136364,0.409091,7.00239e-07
-0.126263,0.409091,6.67228e-07
-0.116162,0.409091,6.34511e-07
-0.106061,0.409091,6.03271e-07
-0.0959596,0.409091,5.73238e-07
-0.0858586,0.409091,5.44367e-07
-0.0757576,0.409091,5.16549e-07
-0.0656566,0.409091,4.89644e-07
-0.0555556,0.409091,4.63515e-07
-0.0454545,0.409091,4.38064e-07
-0.0353535,0.409091,4.13259e-07
-0.0252525,0.409091,3.89158e-07
-0.0151515,0.409091,3.65917e-07
-0.00505051,0.409091,3.43791e-07
0.00505051,0.409091,3.23329e-07
0.0151515,0.409091,3.04379e-07
0.0252525,0.409091,2.87735e-07
0.0353535,0.409091,2.73909e-07
0.0454545,0.409091,2.63428e-07
0.0555556,0.409091,2.56826e-07
0.0656566,0.409091,2.54623e-07
0.0757576,0.409091,2.57282e-07
0.0858586,0.409091,2.65173e-07
0.0959596,0.409091,2.78524e-07
0.106061,0.409091,2.97384e-07
0.116162,0.409091,3.21597e-07
0.126263,0.409091,3.50793e-07
0.136364,0.409091,3.84873e-07
0.146465,0.409091,4.22609e-07
0.156566,0.409091,4.63369e-07
0.166667,0.409091,5.06228e-07
0.176768,0.409091,5.50174e-07
0.186869,0.409091,5.94162e-07
0.19697,0.409091,6.37168e-07
0.207071,0.409091,6.78239e-07
0.217172,0.409091,7.16536e-07
0.227273,0.409091,7.51364e-07
0.237374,0.409091,7.82189e-07
0.247475,0.409091,8.08645e-07
0.257576,0.409091,8.3064e-07
0.267677,0.409091,8.48379e-07
0.277778,0.409091,8.61655e-07
0.287879,0.409091,8.70616e-07
0.29798,0.409091,8.75489e-07
0.308081,0.409091,8.76554e-07
0.318182,0.409091,8.74132e-07
0.328283,0.409091,8.68567e-07
0.338384,0.409091,8.60215e-07
0.348485,0.409091,8.49429e-07
0.358586,0.409091,8.36556e-07
0.368687,0.409091,8.21925e-07
0.378788,0.409091,8.05845e-07
0.388889,0.409091,7.89287e-07
0.39899,0.409091,7.71425e-07
0.409091,0.409091,7.52967e-07
0.419192,0.409091,7.34115e-07
0.429293,0.409091,7.15042e-07
0.439394,0.409091,6.95897e-07
0.449495,0.409091,6.76805e-07
0.459596,0.409091,6.57871e-07
0.469697,0.409091,6.3918e-07
0.479798,0.409091,6.20802e-07
0.489899,0.409091,6.02792e-07
0.5,0.409091,5.85193e-07
-0.5,0.419192,6.42641e-07
-0.489899,0.419192,6.61033e-07
-0.479798,0.419192,6.79703e-07
-0.469697,0.419192,6.986e-07
-0.459596,0.419192,7.17661e-07
-0.449495,0.419192,7.36814e-07
-0.439394,0.419192,7.55979e-07
-0.429293,0.419192,7.75062e-07
-0.419192,0.419192,7.9396e-07
-0.409091,0.419192,8.12557e-07
-0.39899,0.419192,8.30724e-07
-0.388889,0.419192,8.48321e-07
-0.378788,0.419192,8.65194e-07
-0.368687,0.419192,8.8122e-07
-0.358586,0.419192,8.96301e-07
-0.348485,0.419192,9.09967e-07
-0.338384,0.419192,9.21993e-07
-0.328283,0.419192,9.32147e-07
-0.318182,0.419192,9.40192e-07
-0.308081,0.419192,9.45893e-07
-0.29798,0.419192,9.49026e-07
-0.287879,0.419192,9.49383e-07
-0.277778,0.419192,9.46785e-07
-0.267677,0.419192,9.41094e-07
-0.257576,0.419192,9.32222e-07
-0.247475,0.419192,9.20794e-07
-0.237374,0.419192,9.05907e-07
-0.227273,0.419192,8.87822e-07
-0.217172,0.419192,8.66742e-07
-0.207071,0.419192,8.42951e-07
-0.19697,0.419192,8.16809e-07
-0.186869,0.419192,7.88732e-07
-0.176768,0.419192,7.59182e-07
-0.166667,0.419192,7.28643e-07
-0.156566,0.419192,6.97596e-07
-0.146465,0.419192,6.66498e-07
-0.136364,0.419192,6.35759e-07
-0.126263,0.419192,6.05724e-07
-0.116162,0.419192,5.75832e-07
-0.106061,0.419192,5.47495e-07
-0.0959596,0.419192,5.20287e-07
-0.0858586,0.419192,4.94144e-07
-0.0757576,0.419192,4.68951e-07
-0.0656566,0.419192,4.44571e-07
-0.0555556,0.419192,4.2088e-07
-0.0454545,0.419192,3.97789e-07
-0.0353535,0.419192,3.75277e-07
-0.0252525,0.419192,3.534e-07
-0.0151515,0.419192,3.32302e-07
-0.00505051,0.419192,3.12216e-07
0.00505051,0.419192,2.93685e-07
0.0151515,0.419192,2.76446e-07
0.0252525,0.419192,2.61246e-07
0.0353535,0.419192,2.48531e-07
0.0454545,0.419192,2.3876e-07
0.0555556,0.419192,2.32397e-07
0.0656566,0.419192,2.29895e-07
0.0757576,0.419192,2.31666e-07
0.0858586,0.419192,2.38045e-07
0.0959596,0.419192,2.49257e-07
0.106061,0.419192,2.65375e-07
0.116162,0.419192,2.86307e-07
0.126263,0.419192,3.11776e-07
0.136364,0.419192,3.4185e-07
0.146465,0.419192,3.75324e-07
0.156566,0.419192,4.1176e-07
0.166667,0.419192,4.50387e-07
0.176768,0.419192,4.90344e-07
0.186869,0.419192,5.30725e-07
0.19697,0.419192,5.70623e-07
0.207071,0.419192,6.09176e-07
0.217172,0.419192,6.456e-07
0.227273,0.419192,6.79224e-07
0.237374,0.419192,7.09508e-07
0.247475,0.419192,7.36054e-07
0.257576,0.419192,7.58562e-07
0.267677,0.419192,7.77495e-07
0.277778,0.419192,7.92404e-07
0.287879,0.419192,8.03365e-07
0.29798,0.419192,8.1053e-07
0.308081,0.419192,8.14109e-07
0.318182,0.419192,8.14356e-07
0.328283,0.419192,8.11556e-07
0.338384,0.419192,8.06012e-07
0.348485,0.419192,7.98034e-07
0.358586,0.419192,7.87931e-07
0.368687,0.419192,7.76004e-07
0.378788,0.419192,7.62538e-07
0.388889,0.419192,7.48645e-07
0.39899,0.419192,7.33131e-07
0.409091,0.419192,7.16892e-07
0.419192,0.419192,7.00127e-07
0.429293,0.419192,6.83011e-07
0.439394,0.419192,6.65695e-07
0.449495,0.419192,6.4831e-07
0.459596,0.419192,6.30965e-07
0.469697,0.419192,6.13754e-07
0.479798,0.419192,5.96753e-07
0.489899,0.419192,5.80024e-07
0.5,0.419192,5.63617e-07
-0.5,0.429293,6.18463e-07
-0.489899,0.429293,6.35529e-07
-0.479798,0.429293,6.52791e-07
-0.469697,0.429293,6.70191e-07
-0.459596,0.429293,6.87667e-07
-0.449495,0.429293,7.05145e-07
-0.439394,0.429293,7.22544e-07
-0.429293,0.429293,7.39771e-07
-0.419192,0.429293,7.56725e-07
-0.409091,0.429293,7.73293e-07
-0.39899,0.429293,7.89351e-07
-0.388889,0.429293,8.04765e-07
-0.378788,0.429293,8.1939e-07
-0.368687,0.429293,8.32973e-07
-0.358586,0.429293,8.45617e-07
-0.348485,0.429293,8.56819e-07
-0.338384,0.429293,8.66373e-07
-0.328283,0.429293,8.74075e-07
-0.318182,0.429293,8.79717e-07
-0.308081,0.429293,8.83099e-07
-0.29798,0.429293,8.84036e-07
-0.287879,0.429293,8.82361e-07
-0.277778,0.429293,8.77941e-07
-0.267677,0.429293,8.70682e-07
-0.257576,0.429293,8.60543e-07
-0.247475,0.429293,8.48351e-07
-0.237374,0.429293,8.32971e-07
-0.227273,0.429293,8.14796e-07
-0.217172,0.429293,7.94046e-07
-0.207071,0.429293,7.71008e-07
-0.19697,0.429293,7.46028e-07
-0.186869,0.429293,7.19498e-07
-0.176768,0.429293,6.91839e-07
-0.166667,0.429293,6.63481e-07
-0.156566,0.429293,6.34844e-07
-0.146465,0.429293,6.06319e-07
-0.136364,0.429293,5.78249e-07
-0.126263,0.429293,5.50915e-07
-0.116162,0.429293,5.2363e-07
-0.106061,0.429293,4.97917e-07
-0.0959596,0.429293,4.73252e-07
-0.0858586,0.429293,4.49556e-07
-0.0757576,0.429293,4.26712e-07
-0.0656566,0.429293,4.04591e-07
-0.0555556,0.429293,3.83078e-07
-0.0454545,0.429293,3.62098e-07
-0.0353535,0.429293,3.41634e-07
-0.0252525,0.429293,3.21742e-07
-0.0151515,0.429293,3.02558e-07
